id_avis,date,note_avis,commentaire,id_resto,nom_resto,type_cuisine,fourchette_prix,adresse,note_moyenne_resto,description,arrondissement,latitude,longitude,taux_menage_imposable,mediane_niveau_de_vie,taux_pauvrete,min_prix,max_prix
56,nov. 2019,2.0,recette leur crêpe sachet garnitur réchauffer micro-ond présenter galette peu sec serveur bon volonté manifestement sous-effectif plus table cuisine sans moindre authenticité espérez émotion gastronomique,1,Crêperie Amélie,"Réservations, Places assises, Chaises hautes disponibles, Accessible en fauteuil roulant, Sert de l'alcool, Service de table",,112 Cours Charlemagne 69002 Lyon France,2.5,,69002,45.7406889,4.818801,66,28920,12,,
57,nov. 2019,5.0,service impeccable serveur sourire bon organisation quand bien remplie crêpe délicieuse aussi bien sucrer saler merci très bon moment,1,Crêperie Amélie,"Réservations, Places assises, Chaises hautes disponibles, Accessible en fauteuil roulant, Sert de l'alcool, Service de table",,112 Cours Charlemagne 69002 Lyon France,2.5,,69002,45.7406889,4.818801,66,28920,12,,
58,nov. 2019,1.0,arriver fin après midi compagnon beaucoup monde rentr Monsieur chemise sans aucun sourire accueille mettre table jeter carte minute prendre commande pouvoir minute être servir euro crêpe banal sans goût baigner chantilly utiliser chez mcdonald insipide sans compter ambiance glacial entrer différent effectif pire reste venir paie addition dire revoir toujours patron sans sourire celui répondre philippe etchebetz travail faire restaurant travailler hôtellerie restauration indulgent limite paie service métier service dommage,1,Crêperie Amélie,"Réservations, Places assises, Chaises hautes disponibles, Accessible en fauteuil roulant, Sert de l'alcool, Service de table",,112 Cours Charlemagne 69002 Lyon France,2.5,,69002,45.7406889,4.818801,66,28920,12,,
59,nov. 2019,1.0,fils ressortir inster sans consommer accueil très froid voir accueil sans sourire installer vouloir pouvoir min après carte jeter table sans mot sourir fuir,1,Crêperie Amélie,"Réservations, Places assises, Chaises hautes disponibles, Accessible en fauteuil roulant, Sert de l'alcool, Service de table",,112 Cours Charlemagne 69002 Lyon France,2.5,,69002,45.7406889,4.818801,66,28920,12,,
60,nov. 2019,1.0,crêpe laisser désirer plus prix beaucoup trop élevé responsable chemise irrespectueux envers client travail bâcler méchanceté auprès serveur enfin aucun maitrise métier recommander surtout,1,Crêperie Amélie,"Réservations, Places assises, Chaises hautes disponibles, Accessible en fauteuil roulant, Sert de l'alcool, Service de table",,112 Cours Charlemagne 69002 Lyon France,2.5,,69002,45.7406889,4.818801,66,28920,12,,
61,nov. 2019,1.0,placer table attendre min toujours carte aller chercher lever demander serveur prendre commande après encore long délai recevoir assiette bon top beaucoup choix carte pourtant endroit sympa donc potentiel aucun organisation niveau service demander,1,Crêperie Amélie,"Réservations, Places assises, Chaises hautes disponibles, Accessible en fauteuil roulant, Sert de l'alcool, Service de table",,112 Cours Charlemagne 69002 Lyon France,2.5,,69002,45.7406889,4.818801,66,28920,12,,
62,nov. 2019,5.0,dimanche pluvieux trouver autre idée aller balader confluence manger crêp recommander fortement très bon crêperie excellent service détendre professionnel efficace patron très agréable chaleureux produit proposer très bon garniture vraiment délicieuse produit frais part tant breton préférer crêpe peu plus moelleux,1,Crêperie Amélie,"Réservations, Places assises, Chaises hautes disponibles, Accessible en fauteuil roulant, Sert de l'alcool, Service de table",,112 Cours Charlemagne 69002 Lyon France,2.5,,69002,45.7406889,4.818801,66,28920,12,,
63,nov. 2019,1.0,bon minute bonjour pouvoir être prendre charge resto bonder couvert loin être nickel table redresser collant crêpe sec tiède garniture pouvoir imaginer quantité tarif exhorbiter qualité quand donne avi serveur dire oui savoir air foutist dire fou bref premier visite an transcender soir monde retester franchement retourner moment falloir refuser client garder client falloir entendre critique être commerçant quel dommage car tel service cuisine pouvoir découler éthique bien pourri patron mettre plein poche quel dommage,1,Crêperie Amélie,"Réservations, Places assises, Chaises hautes disponibles, Accessible en fauteuil roulant, Sert de l'alcool, Service de table",,112 Cours Charlemagne 69002 Lyon France,2.5,,69002,45.7406889,4.818801,66,28920,12,,
64,oct. 2019,5.0,délicieux presentation tre joli embiance très sympathique vraiment tre bien service top!!! 🤩 reviendra,1,Crêperie Amélie,"Réservations, Places assises, Chaises hautes disponibles, Accessible en fauteuil roulant, Sert de l'alcool, Service de table",,112 Cours Charlemagne 69002 Lyon France,2.5,,69002,45.7406889,4.818801,66,28920,12,,
65,oct. 2019,2.0,arrivée personnel voir seulement bout minute venir vers faire asseoir demande combien temps attente crêpe sucrer répondre attente très rapide assise faire signe jeune serveur loin être agréable passer commande minute après arrivée apporter chocolat chaud rien exceptionnel faire très industriel prix attendre encore minute oui oui minute servir crêpe entrer temps demander commande excuse seulement arriver propreté lieu reste revoir amabilité personnel également presser passer chemin,1,Crêperie Amélie,"Réservations, Places assises, Chaises hautes disponibles, Accessible en fauteuil roulant, Sert de l'alcool, Service de table",,112 Cours Charlemagne 69002 Lyon France,2.5,,69002,45.7406889,4.818801,66,28920,12,,
66,oct. 2019,1.0,venir manger crêpe amie très décevoir part service très très long surtout faire crêpe nuteller autre part serveur oser mal parler client devant reste personne restaurer inadmissible recommander restaurer,1,Crêperie Amélie,"Réservations, Places assises, Chaises hautes disponibles, Accessible en fauteuil roulant, Sert de l'alcool, Service de table",,112 Cours Charlemagne 69002 Lyon France,2.5,,69002,45.7406889,4.818801,66,28920,12,,
67,oct. 2019,5.0,chercher quoi manger mère midi dire tien crêpe 😁 service accueillir rapide efficace crêpe très bon bien garni personnel très gentil écoute rien redire,1,Crêperie Amélie,"Réservations, Places assises, Chaises hautes disponibles, Accessible en fauteuil roulant, Sert de l'alcool, Service de table",,112 Cours Charlemagne 69002 Lyon France,2.5,,69002,45.7406889,4.818801,66,28920,12,,
68,oct. 2019,1.0,vouloir goûter lundi octobre très très mal accueillir accueillir tout car serveur répondre servir plus alors heure heure goûter gentiment demander pourquoi répondre besoin justifier honteux surtout rester table vide lamentable allier trmps temps plus falloir changer boulot cher Monsieur,1,Crêperie Amélie,"Réservations, Places assises, Chaises hautes disponibles, Accessible en fauteuil roulant, Sert de l'alcool, Service de table",,112 Cours Charlemagne 69002 Lyon France,2.5,,69002,45.7406889,4.818801,66,28920,12,,
69,oct. 2019,1.0,faire plusieurs fois essayer manger -ba ce fois- dernier essai chercher goûter sympa petit café viennois moment tranquille déjà dubitatif précédente tentative cédant envie crêpe dire alleeerrrrr tenton constat ere attent faire installer serveur voir baisse vite tête sans dire bonjour celui rôle placer lever enfin nez accueil agréable aller ce fois faire donne carte pouvoir pouvoir tout oui bout moment ras bol poiroter café crêpe pouvoir quand serveur plus préoccuper aller rouler clope installer gens attendre prendre command suffit air méchant être autant serveur crêperie être aussi mou peu communiquant penser reconversion impose,1,Crêperie Amélie,"Réservations, Places assises, Chaises hautes disponibles, Accessible en fauteuil roulant, Sert de l'alcool, Service de table",,112 Cours Charlemagne 69002 Lyon France,2.5,,69002,45.7406889,4.818801,66,28920,12,,
70,oct. 2019,1.0,heure crêp café autant dire attente valoir peine incroyable trouver tel établissement lieu aussi fréquenté,1,Crêperie Amélie,"Réservations, Places assises, Chaises hautes disponibles, Accessible en fauteuil roulant, Sert de l'alcool, Service de table",,112 Cours Charlemagne 69002 Lyon France,2.5,,69002,45.7406889,4.818801,66,28920,12,,
71,oct. 2019,1.0,sai comment ce établissement pouvoir être encore ouvert service revoir arriver heure dimanche sans bonjour clairement mettre dehors cause place deux grand table libre caissier bafouill dire privilégie petit groupe alors adulte deux enfant honteux,1,Crêperie Amélie,"Réservations, Places assises, Chaises hautes disponibles, Accessible en fauteuil roulant, Sert de l'alcool, Service de table",,112 Cours Charlemagne 69002 Lyon France,2.5,,69002,45.7406889,4.818801,66,28920,12,,
72,oct. 2019,1.0,service lamentable minute avoir deux crêpe nuteller serveur excus collègue prendre reler bout moment crêpe cher lui valoir recommander absolument,1,Crêperie Amélie,"Réservations, Places assises, Chaises hautes disponibles, Accessible en fauteuil roulant, Sert de l'alcool, Service de table",,112 Cours Charlemagne 69002 Lyon France,2.5,,69002,45.7406889,4.818801,66,28920,12,,
73,oct. 2019,2.0,crêpe très gras garniture laisser désirer sortir certainement chez carrefour service nonchalant peine sourir personne venir voir demander vouloir dessert café sans dire être exiger minimum recommander,1,Crêperie Amélie,"Réservations, Places assises, Chaises hautes disponibles, Accessible en fauteuil roulant, Sert de l'alcool, Service de table",,112 Cours Charlemagne 69002 Lyon France,2.5,,69002,45.7406889,4.818801,66,28920,12,,
74,sept. 2019,5.0,top changer rien celer faire moment maintenant vien pause déjeuner service rapide aimable menu jour toujours bon tout faire maison celer sentir,1,Crêperie Amélie,"Réservations, Places assises, Chaises hautes disponibles, Accessible en fauteuil roulant, Sert de l'alcool, Service de table",,112 Cours Charlemagne 69002 Lyon France,2.5,,69002,45.7406889,4.818801,66,28920,12,,
75,sept. 2019,1.0,crêpe industriel trop réchauffer donc arriver limite brûlé personnel incapable gérer client minute attente avant prendre commande minute être servir alors autre client arriver après déjà servir aucun sens priorité crêpe sucrer etaitent prêter depuis déjà mn sans aucun serveur servir aller plaindre enfin avoir résumé crêpe bon personnel incompetent restaurer éviter fortement,1,Crêperie Amélie,"Réservations, Places assises, Chaises hautes disponibles, Accessible en fauteuil roulant, Sert de l'alcool, Service de table",,112 Cours Charlemagne 69002 Lyon France,2.5,,69002,45.7406889,4.818801,66,28920,12,,
76,août 2019,1.0,savai possible rater galette bien maintenant sai dîner valoir plus deux heure gratuit parking plus service abominable bout minute inquiet rien voir venir demande nouveau serveur répondre désolé déborder table grand max deux serveuse comment pendant minute personne sall accueillir client servir autre quand nourriture tout dire plus haut vraiment infect galette farineuser mal cuite personne terminer assiette évitez tout prix restaurer rien écrir nom faire mal,1,Crêperie Amélie,"Réservations, Places assises, Chaises hautes disponibles, Accessible en fauteuil roulant, Sert de l'alcool, Service de table",,112 Cours Charlemagne 69002 Lyon France,2.5,,69002,45.7406889,4.818801,66,28920,12,,
77,août 2019,5.0,oeil fermer merci moment passer chez tout faire bonheur client recevoir sourire personne aimer travail aimer donner plaisir client mobilier décor tout simplement génial merci merci fabrice,1,Crêperie Amélie,"Réservations, Places assises, Chaises hautes disponibles, Accessible en fauteuil roulant, Sert de l'alcool, Service de table",,112 Cours Charlemagne 69002 Lyon France,2.5,,69002,45.7406889,4.818801,66,28920,12,,
78,avr. 2019,1.0,dimanche après-midi beaucoup monde attendre minute deux crêpe passage faire maison tout bien mienne sou tonne chantilly copine jamais après réclamation moment débarrasser serveur étonner deuxième jamais arriver ristourn moment addition alors signaler gérant manageus finir crêpe deguelasse vraiment,1,Crêperie Amélie,"Réservations, Places assises, Chaises hautes disponibles, Accessible en fauteuil roulant, Sert de l'alcool, Service de table",,112 Cours Charlemagne 69002 Lyon France,2.5,,69002,45.7406889,4.818801,66,28920,12,,
79,août 2019,2.0,alors gros problème clim journée degré sans climatisation horrible mettre part sou ce chaleur bon idée prendre crêpe nuteller banane chantilly chantilly liquide crêpe super reste crêp taille petit comme pouvoir faire chez coûter quand meme € plus canette cocer € monte vite goûter mari quant prendre sirop grenadine température ambiant obliger demander glaçon pauvre bébé sueur final crêpe plus boisson = euro lol côté personnel quand très gentil serviable malgré chaleur,1,Crêperie Amélie,"Réservations, Places assises, Chaises hautes disponibles, Accessible en fauteuil roulant, Sert de l'alcool, Service de table",,112 Cours Charlemagne 69002 Lyon France,2.5,,69002,45.7406889,4.818801,66,28920,12,,
80,août 2019,1.0,bonjour sourire rien aller respirer joi vivre ce établissement,1,Crêperie Amélie,"Réservations, Places assises, Chaises hautes disponibles, Accessible en fauteuil roulant, Sert de l'alcool, Service de table",,112 Cours Charlemagne 69002 Lyon France,2.5,,69002,45.7406889,4.818801,66,28920,12,,
81,juin 2019,4.0,équipe sympathique courage très bon crêpe généreux petit soin leur client félicitation,1,Crêperie Amélie,"Réservations, Places assises, Chaises hautes disponibles, Accessible en fauteuil roulant, Sert de l'alcool, Service de table",,112 Cours Charlemagne 69002 Lyon France,2.5,,69002,45.7406889,4.818801,66,28920,12,,
82,juin 2019,3.0,endroit agréable serveur accueillant carte modeste manque authenticité celui rechercher quelque chose ressembler crêperie breton crêpe sembler avoir faire avance servie froid caramel beurr salé sans trop saveur après centre commercial confluence concurrence rude bref endroit passer temps réparation iphon boutique apple,1,Crêperie Amélie,"Réservations, Places assises, Chaises hautes disponibles, Accessible en fauteuil roulant, Sert de l'alcool, Service de table",,112 Cours Charlemagne 69002 Lyon France,2.5,,69002,45.7406889,4.818801,66,28920,12,,
83,juin 2019,4.0,arrêt court durée menu crêpe saler plus crêpe sucrer petit budget accueil sympa service rapide bon crêpe demander mieux refaire,1,Crêperie Amélie,"Réservations, Places assises, Chaises hautes disponibles, Accessible en fauteuil roulant, Sert de l'alcool, Service de table",,112 Cours Charlemagne 69002 Lyon France,2.5,,69002,45.7406889,4.818801,66,28920,12,,
84,mai 2019,3.0,presque heurer quand sort loisir tête nuage confluence très envie crêpe déjà dernier fois sauf rembarrer plus moins gentiment donc forcément compagnon vouloir aller ailleurs ami connaître vraiment envier faire idée cuisine quand surtout endroit paraître charmer grand-mond salle sublime serveur accueillir tout sourir pouvoir installer vouloir canaper enfin uniquement puisque compagnon détester absence mousse dison vieux canaper faire passer nain naine déranger préférer chaise cas problème do carte assez grand regretter niveau sucrer manqu choix ingrédient gros tourn autour même chose prix assez élevé compter crêpe normal environ euro vouloir plus sophistiquer euro prendre crêp caramel supplément chantilly oui chantilly crêpe exception trompe fruit frais chantilyyyyyyy crêpe carafe eau parce avoir euro attente très convenable puisqu servir peine min après voir photo crêpe bon attendai plus fruit voisin plus caramel bien ami conquérir besoin aide finir ^^. crêpe bon rien dire -dessus assiette bien présenter attendre étoile service top serveur petit soin sourit jusqu fin demande tout bien chose rare rien critiquer -dessus toilette également bien propre heure attendai pire mode nettoyer fois matin non aller possibilité laisser pourboir sabriner suppose serveur dommage pièce faire quel point donne endroit seul critique aller vers choix voir salé gourmandis peu présente goût quand dire crêpe voir grooosssse crêpeeee bien garni comme occasion voir station upper ski nouveau moins cher voir retourner midi soir début soirer exemple aucun indication conseil donner parking celui cotoier confluence comprendre dommage client aimer bien rappeler pouvoir faire valider ticket gratuit magasin petit plus carte fidéliter bout passage remettre addition gros moins encourager passer bon moment quand revoir peu comment dire garnissage connai marge évidemment loyer payer autre crêperie prix plus bas qualité tout aussi bien crêpe réaliser devant oeil etc.)avec bon garniture bien changer peu convaincre encore plus people venir,1,Crêperie Amélie,"Réservations, Places assises, Chaises hautes disponibles, Accessible en fauteuil roulant, Sert de l'alcool, Service de table",,112 Cours Charlemagne 69002 Lyon France,2.5,,69002,45.7406889,4.818801,66,28920,12,,
85,mai 2019,4.0,service souriant rapide bon mérite bon note bémol venir référencement internet chercher crêperie confluence apparaître tripadvisor noter fermé sinon merci bon moment famill,1,Crêperie Amélie,"Réservations, Places assises, Chaises hautes disponibles, Accessible en fauteuil roulant, Sert de l'alcool, Service de table",,112 Cours Charlemagne 69002 Lyon France,2.5,,69002,45.7406889,4.818801,66,28920,12,,
86,mars 2019,1.0,attrappe tourist plein pari faire mieux valable aussi bien galette crêpe sans parler prix table saupoudrer sucr nettoyer main nue,1,Crêperie Amélie,"Réservations, Places assises, Chaises hautes disponibles, Accessible en fauteuil roulant, Sert de l'alcool, Service de table",,112 Cours Charlemagne 69002 Lyon France,2.5,,69002,45.7406889,4.818801,66,28920,12,,
87,janv. 2019,3.0,crêperie situer quartier part dieu repas rapide simple sans ressortir enjouer crêpe correcter service agréable final rapport qualité prix extraordinaire bref mauvais sans émotion,1,Crêperie Amélie,"Réservations, Places assises, Chaises hautes disponibles, Accessible en fauteuil roulant, Sert de l'alcool, Service de table",,112 Cours Charlemagne 69002 Lyon France,2.5,,69002,45.7406889,4.818801,66,28920,12,,
88,janv. 2019,2.0,client bouge attendre serveur serveuse attente trop long assez produire confectionner crêpe donc course avoir quoi nourrir client cidre bouchonner servir mal être reconnaître jeune serveur employé laisser sans responsable justification pann plaqu pann congélateur bref éviter,1,Crêperie Amélie,"Réservations, Places assises, Chaises hautes disponibles, Accessible en fauteuil roulant, Sert de l'alcool, Service de table",,112 Cours Charlemagne 69002 Lyon France,2.5,,69002,45.7406889,4.818801,66,28920,12,,
89,janv. 2019,1.0,crêpe saler bonnes.attente trop long serveuser peu aimable nonchalante cidre tiède couvert super propre gérant faire réduction attente.pas terrible,1,Crêperie Amélie,"Réservations, Places assises, Chaises hautes disponibles, Accessible en fauteuil roulant, Sert de l'alcool, Service de table",,112 Cours Charlemagne 69002 Lyon France,2.5,,69002,45.7406889,4.818801,66,28920,12,,
90,déc. 2018,1.0,très mauvais crêpe attente très long attendre plus minute crêpe plus mauvais jamais goûté conseiller,1,Crêperie Amélie,"Réservations, Places assises, Chaises hautes disponibles, Accessible en fauteuil roulant, Sert de l'alcool, Service de table",,112 Cours Charlemagne 69002 Lyon France,2.5,,69002,45.7406889,4.818801,66,28920,12,,
91,déc. 2018,1.0,arriver sœur crêperie alentour heure après-midi pleine semain afin profiter petit goûter rapide connaissai déjà ce crêperie venir plusieurs mois ce fois- service laisser désirer plusieurs serveur terminer journée laisser attendre longtemps alors restaurer presque vide attendre près minute avoir final crêp chocolat chaud pratiquemer froid très déçu ce visite,1,Crêperie Amélie,"Réservations, Places assises, Chaises hautes disponibles, Accessible en fauteuil roulant, Sert de l'alcool, Service de table",,112 Cours Charlemagne 69002 Lyon France,2.5,,69002,45.7406889,4.818801,66,28920,12,,
92,oct. 2018,1.0,sans lire avis précédent début tout dérouler bien peu attente crêpe saler bien lui extra ordinaire bonner ensuite petit rush finir attendre avoir carte pouvoir eau pouvoir crêpe sucrer serveur plutôt accueillant convaincre pire rest prix,1,Crêperie Amélie,"Réservations, Places assises, Chaises hautes disponibles, Accessible en fauteuil roulant, Sert de l'alcool, Service de table",,112 Cours Charlemagne 69002 Lyon France,2.5,,69002,45.7406889,4.818801,66,28920,12,,
93,août 2018,1.0,loin bretagne soir sortant cinéma souhaiter dîner famill quel déception famille installer avant table leur fille amuser couvert famille lever table couvert replacer très hygiénique prix exorbitant faire attendre crêpe rappeler saveur breton bon destination choisir crêpe complet œuf jambon gruyèr goût gruyèr aucun saveur insipide préférer arrêter crêp salée quand voir commentaire comprendre déception bien entendre retourneron,1,Crêperie Amélie,"Réservations, Places assises, Chaises hautes disponibles, Accessible en fauteuil roulant, Sert de l'alcool, Service de table",,112 Cours Charlemagne 69002 Lyon France,2.5,,69002,45.7406889,4.818801,66,28920,12,,
94,mai 2018,3.0,aller promener ère fois confluence crêperie air bien extérieur décevoir qualité crêpe plus lui arriver froide personnel moyen note élevé entaient fritaill départ,1,Crêperie Amélie,"Réservations, Places assises, Chaises hautes disponibles, Accessible en fauteuil roulant, Sert de l'alcool, Service de table",,112 Cours Charlemagne 69002 Lyon France,2.5,,69002,45.7406889,4.818801,66,28920,12,,
95,mai 2018,2.0,accueil très chaleureux sympa seul point positif diner fille crêpe bon celui fille non cuire côté laisser goût pâteux sarrasin bouche crêpe dessert commander nutella caramel apporter caramel seulement ticket parking valider correctement faillir plus payer parking quell déception,1,Crêperie Amélie,"Réservations, Places assises, Chaises hautes disponibles, Accessible en fauteuil roulant, Sert de l'alcool, Service de table",,112 Cours Charlemagne 69002 Lyon France,2.5,,69002,45.7406889,4.818801,66,28920,12,,
96,mai 2018,2.0,commercial terrain chance pouvoir tester plusieurs restaurant celui- vraiment décevant honorer qualité premier galett crêpe pâte farineux pâteuse bouch presentation’ plus sommaire vraiment dommage car cadre potentiel,1,Crêperie Amélie,"Réservations, Places assises, Chaises hautes disponibles, Accessible en fauteuil roulant, Sert de l'alcool, Service de table",,112 Cours Charlemagne 69002 Lyon France,2.5,,69002,45.7406889,4.818801,66,28920,12,,
97,avr. 2018,1.0,décevoir déjeuner midi crêpe arriver froide non conforme descriptif pesto béchamel lieu mozzareller crêpe hyper saler produit mauvaiser qualité plus,1,Crêperie Amélie,"Réservations, Places assises, Chaises hautes disponibles, Accessible en fauteuil roulant, Sert de l'alcool, Service de table",,112 Cours Charlemagne 69002 Lyon France,2.5,,69002,45.7406889,4.818801,66,28920,12,,
98,févr. 2018,1.0,service laisse désirer vraiment serveuse habiller noir dont vêtement sale couvert poil blanc coiffure négliger mâchouiller chewing gum pouvoir etre jeune avoir minimum tenir mauvais impression ensemble personne assurer service cadre joli crêpe correct garniture tellement chiche prix scandaleusemer élevé contenu assiette bref bon base revoir beaucoup point revenir,1,Crêperie Amélie,"Réservations, Places assises, Chaises hautes disponibles, Accessible en fauteuil roulant, Sert de l'alcool, Service de table",,112 Cours Charlemagne 69002 Lyon France,2.5,,69002,45.7406889,4.818801,66,28920,12,,
99,févr. 2018,3.0,trois attent looooongu venir enfin prendre commande considérer enfin présence après celer assez vite contre mitigé car trois deux satisfaire part très déçu crêpe presque froid surtout dessert saveur chocolat chaud bruler donne très mauvais goût bref très mitiger,1,Crêperie Amélie,"Réservations, Places assises, Chaises hautes disponibles, Accessible en fauteuil roulant, Sert de l'alcool, Service de table",,112 Cours Charlemagne 69002 Lyon France,2.5,,69002,45.7406889,4.818801,66,28920,12,,
100,janv. 2018,2.0,changer adresse habituelle confluence choisir ce crêperie décor moderne convivial bibliothèqu milieu restaurer canapé donne envier rentrer bon surprise arrête table ainsi sol collant retrouver trace doigt gras menu donne choisir quand èm surprise suite problème cuisinier salade tartine galette oignon caramélisé choix restreindre aimer être avertir dès début finir trouver crêpe convenir lui arriver assiette plastique minute ecart autre plutôt tiède chaude final crêpe quand bon plutôt cher endroit recommander,1,Crêperie Amélie,"Réservations, Places assises, Chaises hautes disponibles, Accessible en fauteuil roulant, Sert de l'alcool, Service de table",,112 Cours Charlemagne 69002 Lyon France,2.5,,69002,45.7406889,4.818801,66,28920,12,,
