,Nom,Description
0,L'affreux Jojo,"Restaurant italien cosy, spécialités : panozzo (pâte à pizza agrémentée de mets frais type charcuteries, fromages, légumes du soleil, crème de truffe), burrata, tiramisu, panacotta, tout est fait Maison. Bellle sélection de vins italiens et français."
