Nom,Description
Le Rive Gauche,"Créé en 1983, Le Rive Gauche, situé en plein cœur du 6ème arrondissement est une véritable institution pour les Lyonnais. Tous nos mets sont «fait maison» et réfléchis par notre Chef Jean-Christophe GERVAIS et son équipe qui ont pris soin de sélectionner les meilleurs produits de saison. La carte est amenée à évoluer au fil des saisons pour vous apporter constamment de la nouveauté et de la fraîcheur."
