,Nom,Description
0,Marguerite Restaurant,"C’est en 2013, dans une villa construite au début du 20ème siècle et ayant jadis appartenu à Marguerite et Auguste Lumière, que le Restaurant Marguerite ouvre ses portes. Cette maison réhabilitée propose un cadre chic et chaleureux composé de trois salles à manger et plusieurs salons particuliers. On y retrouve une cuisine raffinée et inventive, totalement inscrite dans les valeurs culinaires du groupe. Chaque week-end, le Restaurant Marguerite propose un Menu à partir de 35,70 € (Entrée, Plat, Dessert)."
