,Nom,Description
0,Frazarin Bistrot Franco Italien,"FRAZARIN est un Bistrot Franco - Italien qui vous amène à découvrir l'histoire imaginaire de FRAZARIN, jeune Italien que nous suivons dans son voyage initiatique à travers la France, curieux de découvrir les secrets et techniques des maîtres Auguste Escoffier, Paul Bocuse ou Henri Babinski. La cuisine du bistrot est à l'image de ce jeune homme : fier de ses racines italiennes et désireux de découvrir toute la profondeur et la complexité de la cuisine française, riche de ses terroirs. Dans le but final d'une belle rencontre entre le verre et l'assiette, chez FRAZARIN, de l'entrée au dessert, tout ici est fait Maison. FRAZARIN est une expérience, une histoire, un moment suspendu."
