,Nom,Description
0,Flair,"Le Flair est un restaurant traditionnel français aux notes asiatiques apportées par le Chef d'origine japonaise, Monsieur Watanabé. Le concept est simple, offrir une cuisine raffinée dans une ambiance de bistrot et en gardant des prix raisonnables. Le restaurant fonctionne au déjeuner avec une formule unique à 21 €, entrée, plat et dessert qui change toutes les semaines pour un maximum de fraîcheur. Le soir, le Chef propose 2 expériences à travers 2 types de menus : - Le menu Flair à choix multiple, à 34 €, entrée, plat et dessert qui change toutes les 3 semaines. - Le menu Carte Blanche, à 46 €, à l'aveugle on se laisse guider par le Chef pour un voyage encore plus intense."
