,Nom,Description
0,La Fabryk Lyon,"Notre restaurant La Fabryk est situé dans le 8ème arrondissement de Lyon, face à la maison de la Danse. Nous vous proposons une large gamme de plats de type bistrot. Nous sommes ouvert 7 jours sur 7, en continu, et avons plus de 200 places assises. Nous vous proposons des animations tous les jours de la semaine pour les grands et les petits. Vous êtes plutôt plats à volonté ? Concerts Live? Animations du soir, en groupe, en couple ou en famille… La Fabryk vous ouvre ses portes et saura satisfaire vos attentes. Bénéficiez d’un menu enfant offert pour 1 repas adulte payant (le samedi et le dimanche midi ). De plus un chimiste du groupe ""les savants fous"" viendra distraire vos petites têtes blondes tous les dimanches midi. Alors à tout de suite dans votre restaurant LA FABRYK."
