,Nom,Description
0,La Source,"Située dans la chapelle des anciennes prisons Lyonnaises à 2 min de la gare Perrache, juste derrière l’université Catholique, venez découvrir LA SOURCE avec son restaurant et son bar à cocktail. Dans un cadre exceptionnel, authentique et bucolique avec plus de 1000m2 carrés de jardins, profitez des 3 terrasses couvertes ouvertes toute l'année, mais aussi de 4 salles pour tous vos événements professionnels (séminaires, réunions, diners d'affaires, afterwork...) et particuliers (anniversaires, mariages...). Le midi, vous pourrez manger une cuisine saine avec des produits frais de saison. Le soir, vous pourrez profiter des créations de notre barmaid et déguster nos planches et tapas.Située dans la chapelle des anciennes prisons Lyonnaises à 2 min de la gare Perrache, juste derrière l’université Catholique, venez découvrir LA SOURCE avec son restaurant et son bar à cocktail. Dans un cadre exceptionnel, authentique et bucolique avec plus de 1000m2 carrés de jardins, profitez des 3 terrasses couvertes ouvertes toute l'année, mais aussi de 4 salles pour tous vos événements professionnels (séminaires, réunions, diners d'affaires, afterwork...) et particuliers (anniversaires, mariages...). Le midi, vous pourrez manger une cuisine saine avec des produits frais de saison. Le soir, vous pourrez profiter des créations de notre barmaid et déguster nos planches et tapas."
