,Nom,Description
0,Bistrot Orcia,"Nous proposons une cuisine maison à base de produits bruts et frais se présentant sous un menu du marché le midi, des ""tapas"" le soir et un brunch le dimanche midi. Pour accompagner votre repas, une belle carte de boissons rigoureusement sélectionnées vous est proposée."
