Nom,Description
Nano Trattoria Lyon VI,"Venez retrouver dans un décor soigné le meilleur de l’Italie au cœur du sixième arrondissement de Lyon. Par Jeremy Viale & Frederic Desmurs Champions de France, Europe et du Monde à Parme en 2019 ! Lumières chaleureuse et tamisée. Établissement géré par les anciens disciples de Georges Blanc 3 étoiles au prestigieux Guide Michelin. Ouvert tous les jours en continu - Livraison 7/7 Deliveroo et Uber. Tous les plats sont faits maison avec des produits ultra frais en circuit court et de grande qualité. Pizza/Pasta/Antipasti/viandes/poissons/desserts, carte variée de plats italiens gourmands. Privatisation possible jusqu'à 120 personnes assises. Groupes acceptés."
