Nom,Description
Le Lyon De L'atlas,"Cuisine faite maison avec des produits frais. Salle non bruyante les petits chiens sont acceptés. Les jours où nous faisons le couscous sont les jeudis, samedis, midi et soir. Plats à emporter, se renseigner"
