Nom,Description
L'esprit Bistrot Monplaisir,"Si l’Esprit Bistrot est né, c’est pour vous montrer que cuisiner chaque matin des produits frais et de saison dans un restaurant, c’est possible ! Depuis 7 ans, L’Esprit Bistrot prend plaisir à vous servir des plats et des sauces entièrement préparés dans nos cuisines. Nous n’achetons aucun produit déjà cuisiné. En effet, cuisiner doit rester notre raison d’être… Par conviction mais aussi pour des raisons environnementales, nous sélectionnons nos produits, bruts, en fonction de leur saisonnalité. Nous mettons un point d’honneur à choisir quasi-exclusivement des producteurs régionaux. Pour vous proposer des produits de qualité, nous travaillons avec des artisans reconnus pour leur travail."
