,Nom,Description
0,Kaffee Berlin Sans-Souci,"KAFFEE BERLIN, restaurants spécialisés dans les bières allemandes et restauration sur place. Vous pourrez y retrouver des plats allant des Bagels à une planche de dégustation de Wurst (saucisses allemandes), en passant par des Burger, des KB'n'Toast et plein d'autres mets."
