Nom,Description
Agastache Restaurant,"L’Agastache, vous connaissez ? Ce nom n’a pas été choisi par hasard ! C’est une plante vivace, au goût anisé très prononcé. Notre cuisine s’inspire de la nature. Le restaurant Agastache vous invite à découvrir son univers « Bistronomique », l’association d’une cuisine gastronomique, et d’un environnement bistrot, décontracté, moderne et chaleureux."
