,Nom,Type_Cuisine,Fourchette_prix,Adresse,Note_moyenne,Categorie_prix
0,Le Splendid Lyon,"Française, Européenne, Moderne, Bars-restaurants",NA,"3 Place Jules Ferry, 69006 Lyon France","3,5",€€-€€€
