,Nom,Type_Cuisine,Fourchette_prix,Adresse,Note_moyenne,Categorie_prix
0,Marguerite Restaurant - Bocuse,"Française, Européenne, Saine, Brasserie gastronomique","26,00 €-42,00 €","57 av. des Frères Lumière, 69008 Lyon France","4,0",€€€€
