,Nom,Type_Cuisine,Fourchette_prix,Adresse,Note_moyenne,Categorie_prix
0,Brasserie De L'est - Bocuse,"Française, Bar, Européenne, Saine","22,00 €-33,00 €","14 Place Jules Ferry, 69006 Lyon France","3,5",€€-€€€
