,Nom,Type_Cuisine,Fourchette_prix,Adresse,Note_moyenne,Categorie_prix
0,Le Rive Gauche,"Française, Européenne","12,00 €-35,00 €","31 Cours Franklin Roosevelt, 69006 Lyon France","3,5",€€-€€€
