,Nom,Type_Cuisine,Fourchette_prix,Adresse,Note_moyenne
0,Monplaisir Côté Cour,Convient aux végétariens,"Française, Européenne, Moderne","64 avenue des frères lumière, 69008 Lyon France","4,0"
