,Date,Notes,Commentaires
94,févr. 2020,"5,0","Tout juste arrivés sur Lyon a 21h, nous cherchions un restaurant qui n'était pas fermé un lundi soir et notre choix a été guidé par l'hôtel dans lequel nous logions, qui nous conseilla ""La Fabryk"".
Et bien, nous n'avons pas été déçus : un service agréable même apres 21h, rapide, des plats variés et goûtus, une ambiance sympa, le tout dans une déco différente, originale et chaleureuse. 
Nous recommandons vivement !! "
95,janv. 2020,"2,0","Nous sommes venus en famille. Une fois les plats choisis, attente super longue ! Les enfants s'impatientaient, nous aussi. Les plats arrivent : hyper déçus ! C'est tiède, peu appétissant et niveau goût... On se croirait à Flunch mais pour le prix, on s'attendait à beaucoup mieux. On s'en sort pur un peu plus de 90 euros, l'estomac pas satisfait et la sensation d'voir perdu notre temps. On ne reviendra pas !"
96,déc. 2019,"4,0","De passage, nous avons eu la belle idée de venir dans se restaurant. Très bien aménager, une décoration de gout, un espace atelier science pour les enfants, un bar pour les plus grands et une petite salle de jeu pour les plus dégourdies. En dégustation pour accompagnée notre pression ( LA FURIEUSE à ne pas louper! ), une magnifique plancha, servie avec générosité, de fromages sec/frai au concombre 
à tartiner, noix, charcuteries, beurre et cornichons. En plat, le Burger façon 
FABRYK, et ses frites et sauces MAISON!!!!! (Ceci se fais rare ajd)!!! Et pour finir malheureusement je termine sur une mauvaise note, sablé citron façon meringuée.... Le sablé trop mou, surement une erreur de dosage, de cuisson ou de date de péremption. La crème citron étais excise! Par contre la crème meringuée... Beaucoup trop et surtout trop brûler. Mais sinon l'ensemble était très bon! Etant du métier je salut mes confrère, et je vous dis bravo pour votre travail, votre professionnalisme et votre accueil. Ont reviendra vite! 

A bientôt, LYON."
97,déc. 2019,"3,0","Bien située. Bon accueil. Serveur souriant et professionnel.
Beaucoup trop bruyant dès l'entrée.
Gratin de ravioles façon tartiflette, bon mais dessert très décevant avec un goût bizarre (sablé citron meringué)
Dommage pas de menu le soir"
98,déc. 2019,"3,0","Un cuisine fade. Evitez le fois gras pané en entrée.  Texture et goût décevant sans parler de la quantité.. Pas mieux pour la suite. Accompagnements fades. Coeur de chocolat trop cuit...
Très décue."
99,déc. 2019,"2,0","Bonjour, 

Première visite dans votre établissement en soirée pour un repas d’équipe de fin d’année, je commande une bière au moment de « l’happy Hour », j’attend bizarrement un long moment et on me l’apporte quand même après la période et la serveuse me dit que je la payerais au prix fort 😳🙄 ????

Mes collègues arrivent, passent leurs commandes, ils attendent au moins 30 minutes, puis la serveuse revient nous dire qu’il n’y a plus de verres disponibles pour apporter les commandes faites alors que nous voyons d’autres tables qui sont servi avec des verres en verre 🤔🤔🤔 ???
Nous leur proposons du coup de nous servir une girafe ( désolé pas possible, nous en avons que 2 qui sont déjà prises ), nous leur demandons de nous servir la bière dans des pichets d’eau ( il n’y en a pas ou plus non plus 🤦‍♂️ )
Après un autre long moment d’attente, le patron arrive en salle à une idée de Génie, nous devons avoir des gobelets en plastic 🤩🤩🤩 du coup 2 verres de 25cl nous sont servi pour satisfaire notre commande de 50cl. 
( La serveuse était assez dépassée tout comme certains de ces collègues ) 
Ne plus avoir de verres pour une brasserie en période de forte influence, tout de même très étrange et bizarre 🙄🤔, enfin ça pourrait peut-être éventuellement arriver ....

La serveuse revient nous demander si tout le monde est là car 2 tables ont été réservé au nom de notre société. 
Doublon de commande à la réservation, mauvaise compréhension !!!!! Tout va bien ça continu. 
Du coup nous sommes redirigé dans un petit salon qui nous était réservé et nous sommes du coup pris en charge avec un autre serveur 😅😅, il maîtrisait davantage son servir et son métier de serveur avec le sourire. Qu’est-ce ça faisait du bien car ce n’était pas le cas jusqu’à présent !!!!

Repas suite à un menu proposé pas trop mal, non mais sans plus, pas très grande cuisine de brasserie ! 

Musique d’un petit groupe du soir assez bruyant, on avait du mal à s’entendre autour de la table. 

Vraiment déçu, découverte pas concluante, je ne suis pas vraiment certains de revenir !!
Très dommage car la déco intérieur est plutôt sympa mais bon ça ne fait pas tout !!!

"
100,déc. 2019,"2,0",Brasserie sympa avec hamburgers gratins... on savait où on allait sans s attendre à de la gastronomie. Ambiance conviviale serveur très bien. Juste le monsieur à la caisse très désagréable j ose espérer que ce ne soit pas le responsable car c’est malheureusement la dernière image que l on a
101,déc. 2019,"3,0","Cadre sympa, accueil moyen (en fin de service a 13:45), obligé de demander 3 fois qu on prenne notre commande. Pizza bonne, poulet curry coco moyen. Je pense pas qu on reviendra au final, ya bien mieux sur lyon."
102,déc. 2019,"4,0","Très bien accueillis, nous avons bien mangé,le serveur était agréable et très consciencieux, malgré quelques erreurs de commande, il a su être très professionnel et tout a été pris en compte.. Chapeau,je recommande vivement,seul bémol pas de menu du soir sinon tt était agréable"
103,déc. 2019,"4,0","Accueil très sympathique 
Bonne ambiance 
Bonne musique 
Pizza moyenne 
Salade périgourdine bonne 
Menu enfant généreux 
Tarif salade 19 euros 
Bon vin 
Bon appétit les amis "
104,nov. 2019,"2,0","Nous avons visité cet établissement en famille un dimanche midi. Nous sommes arrivés sans réservation. Accueil glacial du chef de salle. Grande salle au beau potentiel mais trop bruyante. Nourriture correcte mais qui ne nous laissera pas un souvenir impérissable surtout pour le prix. Les WC étaient très sales, les semelles des chaussures collaient au sol, la fiche de nettoyage n'était pas signée depuis le vendredi et nous étions dimanche... Dommage car le personnel est plutôt sympa hormis la personne que nous avons vue au départ... Nous n'y retournerons pas."
105,nov. 2019,"3,0","Plutôt branché avec déco industrielle, grandes tablées avec canapés, grand hall bruyant, et des chansons toutes les 10 minutes pour fêter bruyamment un anniversaire (apparemment spécialité du resto). Dans l’assiette, c’est entre pas terrible et correct selon les plats, ce n’est pas un bouchon lyonnais... service sympa, toilettes pas propres. Sur la porte des hommes il y a “IAMAMAN” mais j’ai vu plusieurs femmes y aller croyant lire Maman... LOL"
106,nov. 2019,"3,0","Très belle carte, les burgers sont excellents, les serveurs très sympas et souriants, seul bémol gros bémol on ne s’entend pas le lieu est beaucoup trop bruyant...Dommage! "
107,oct. 2019,"4,0",cadre sympa et plats de qualité. La vidéo vous accompagne notamment les soirs de matches de foot et le patron est même prêt à changer de chaîne pour suivre un autre match !
108,nov. 2019,"2,0","Accueil par un serveur fatigué tenant sa tête sur sa main coude appuyé sur le comptoir
Propreté des locaux très moyenne (ça collait par terre ) et les tables étaient pas nettes 
Service sympa et rapide
Pizza chère et type industriel
Burgers corrects  avec des frites très bonnes 
Addition correcte (80 € à 3)
Peut mieux faire surtout sur la netteté et la propreté générale "
109,oct. 2019,"3,0","L'endroit est joli, belle ambiance industrielle bien qu'un peu bruyante. Les tables sont assez proches les unes des autres. 
Le service est très bien, serveur agreable et nous avons pu profiter de l'happy hour. 
La carte est assez chère, 15e pour une pizza qui n'en valait pas autant. Elle etait assez grasse et coulante. L'huile piquante n'etait pas assez ""faite"" de ce fait c'était uniquement de l'huile. 
Nous avons trouvé que le rapport qualité prix n'était pas justifié. Nous ne reviendrons pas à ces prix là. "
110,oct. 2019,"4,0","Un bon hamburger dans un restaurant dans un cadre bien aménagé.
Personnel très efficace et professionnel. "
111,oct. 2019,"4,0","Bon service et rapide
Bons plats , simples mais de qualité ,ambiance bistronomique 
Sympa pour boire un verre et dîner ensuite"
112,oct. 2019,"4,0","Proche du lieu de travail de mon ami, nous décidons de manger à la Fabryk. A première vue, le cadre est sympa, au style industriel mais bien pensé. Je trouve la carte un peu cher (minimum 15 euros pour un burger). Le plat du jour est abordable , 11 euros. 
Le burger que j’ai pris était très bon avec les frites maisons. En dessert, j’ai pris une brioche pain perdu , elle était excellente. Le service n’est pas très rapide mais les serveurs/serveuses sont agréables. "
113,oct. 2019,"4,0","C'est toujours un plaisir pour nous de venir passer un bon moment à la Fabryk et de découvrir leurs nouveautés, souvent originales et savoureuses. Service de qualité."
114,oct. 2019,"3,0","Alors oui le décor est original mais pour le reste.. bof bof
Déjà 1ere impression c est cher! La pizza à 15€, la plupart des plats entre 15 et 20.! Hors menu du jour (il n'y en avait plus)
Le plat en photo.. un steak haché et quelques frite (non je n'en ai pas encore mangé !) Combien ?? ... 14€.
"
115,oct. 2019,"4,0","Un cadre industriel, mais feutré, une musique d'ambiance et des écrans. Une carte variée. Des plats tout à fait corrects et un service satisfaisant. Bref à tester. "
116,oct. 2019,"5,0","restaurant très sympa, accueil, cadre, cuisine.
notre serveur souriant, serviable et attentionné.
j ai pris un steak haché avec une tranche de fromage et sauce barbecue, très bon et pas sec.
ma fille et mon mari steak tartare frites et petite salade composée 
mon autre fille a pris l entree de mon menu cappuccino de petits pois et accompagnement tres copieux.
un café gourmand....et il l etait..
mon mari un pot de crème brûle.
moi un pot de mousse au chocolat, j adore mais je n ai pas put finir pour la joie de mon mari.
mon autre fille un gâteau mousse tres copieux aussi.
un thé et un décaféiné......tout était parfait.
a  la fin de repas j ai eu droit a de la musique d anniversaire et un petit verre d alcool servi dans un grand verre de glace avec une bougie..
merci à tous et à notre serveur
"
117,sept. 2019,"4,0","Les tarifs très honnêtes, des plats copieux, un cadre spacieux (les tables ne sont pas les unes sur les autres), le service rapide et souriant.
"
118,sept. 2019,"4,0","Bar très agréable, très bien placé à côté du T2. La bière blonde est très bonne, les plateaux charcuterie et les nacchos sont bons et bien garnie. Le personnel est très agréable (surtout Willy !). Seul bémol le prix un peu cher des consommations, certains bars sur Lyon sont un poil moins cher.. Malgré tout très bonne expérience, nous reviendrons entre amis ou famille "
119,sept. 2019,"5,0","Tout d'abord le cadre est magnifique, fait avec goût. Pas trop bruyant même s'il y a du monde car plein de petites alcôves.
Le personnel est très souriant, discret mais efficace.
les pizzas est le salades sont copieuses avec possibilité de repartir avec le bout de pizza qu'il reste
très bon rapport qualité prix"
120,juil. 2019,"2,0","Première fois dans ce resto qui a remplacé le rouge tendance qui était relativement connu et fréquenté.
Le resto est grand joli en terme de décoration. 
Nous nous sommes réunies à 4 afin de regarder la transmission d’un match de foot. J’ai commandé une salade avec tataki de thon. A l’arrivée, une salade défraîchie, le thon paraissait pas frais du tout avec une couleur bizarre. 
J’ai rappelé le serveur pour changer de plat. Mi ami est allé voir le responsable qui a fait preuve de mauvaise foi et qui nous a bien montré qu’il n’était pas content que nous retournions nos plats. Tout ça pour commander une pizza sans plus non plus... si la personne responsable et non pas le serveur avait fait part de professionnalisme j’aurais pu mettre la note « moyen » mais la ça mérite bien un médiocre."
121,sept. 2019,"4,0","Nous avons été accueillis par une équipe de serveurs que l'on ne trouve plus beaucoup : très sympathiques, soucieux de notre confort, très à l'écoute de nos demandes. Topissimes !
Le repas est très bon et les prix dans la norme.
Hamburger très bon, Carpaccio également, frites et assaisonnements généreux.
Je recommande pour une soirée entre amis"
122,mai 2019,"4,0","La carte est bonne. La brasserie est très sympa. L'ambiance est décontractée.

Par contre, les prix sont élevés. C'est dommage."
123,août 2019,"5,0","Excellent, copieux, service très efficace. Salle très jolie et agréable. De la place entre les tables des autres clients. Musique d ambiance sympa "
124,août 2019,"3,0","Décor sympa un peu branchouille et salle bruyante
Accueil et service juste moyen.
Plats honnêtes sans plus donc rapport qualité prix très moyen
Je n'y reviendrai pas"
125,juin 2019,"1,0","La fabrique du scandale.Anniversaire d'une amie (dame âgée sans famille). Je comptai lui faire la surprise de ma venue. Réservation prise à 20h45 à la Fabryk - parce que c'est à côté. 

Accueil correct même si arrivé en retard.
Première déconvenue: Un serveur visiblement acariâtre et complexé par le fait une supporte pas que nous soyons jovial. Et n'a pas meme la correction de nous repprocher clairement ce pourquoi il est extrêmement désagréable. Le service c'est pourtant un metier.

Et là grossière erreur du ""responsable"". Un personnage mesquin qui refuse de nous servir après m'avoir empêché de boire ma bière. On refuse de partir de ne pas être servi sans aucune raison (délit de sale gueule, discrimination au faciès), ce qui fait que le ton monte.

Ps : 4 policers étaient censés venir nous chercher nous les attendons toujours. 

Les clients dans la salle nous on conseillé de se rabattre sur l'etablissement ""Quai 31"" nous y avons bien mangé bu, et danser et la mariée qui fêtait ce jour ci son enterrement de vie de jeune fille était bien avisé et très agréable, et ne refusant pas de danser avec là vieille dame du jour (bonne anniversaire)
Heureux mariage à vous!"
126,juil. 2019,"1,0","Nous avons commandé une pizza et un plat du jour. A 17 euros la pizza, on peut s'attendre à retrouver le gout de l'italie....quelle déception, pizza grasse, des matières premières de premier prix pas digne pour ce prix.... et que dire du plat du jour avec un jambon grillé très très grillé et un accompagnement hyper gras...sans saveur. Il doit manquer un vrai professionnel dans la cuisine...."
127,juil. 2019,"5,0","très bon accueil, restaurant original et propre où on a superbement bien mangé. Les serveurs très courtois et le prix des repas corrects.Je conseille ce super restaurant"
128,mai 2019,"2,0",Décor très sympa et personnel compétent mais cuisine de fast food sans intérêt. Un monde épouvantable un diminué midi avec un bruit de fond continu façon cantine... seul bon point : nous sommes repartis avec une bouteille de vin.
129,juil. 2019,"5,0","Des plats bien présentés par un personnel souriant et attentif dans une ambiance spacieuse ,à la déco sympa!"
130,juin 2019,"5,0","Cadre agréable, plats savoureux et bon accueil.
Je recommande sans hésiter pour un déjeuner de travail ou entre amis."
131,juin 2019,"5,0","Cadre très sympa, personnel réactif et souriant, nous avons mangé des plats copieux et savoureux. Malgres le nombre de personnes ce jour là, nous n'avons pas attendu trop longtemps avec les enfants. La viande est délicieuse, bien accompagnée, la carte offre un choix suffisant, l'atmosphère est bienveillante, bref, ce fut une belle découverte."
132,juin 2019,"2,0","Pour démarrer, je me retrouvai accidentellement dans cet établissement avec un groupe de camarades, la devanture ""branchouille"" maculée de mots écrits en globish aurait du me mettre la puce à l'oreille. 
Les relents et effluves d'éthanol de la veille m'empêchaient malheureusement quelque clairvoyance, et de surcroît renforcée par une forte nécessité d'estomac colmater.
Lorsque nous nous attablâmes avec lesdits camarades, le restaurant était tout simplement désert (un dimanche midi?!), à part un ou deux quidams qui avaient très certainement perdus leurs chemins.
Afin de choisir quelque plat revigorant, mon attention se porta naturellement sur les propositions carnées. Et, je m'enquis donc de connaître leur origine. Le préposé, loin d'être affable, nous rétorqua que la viande provenait de Hongrie! N'ayant rien bien sûr contre le pays d'origine du président du pouvoir d'achat, je trouve honteux de refuser de se fournir localement tout ça pour économiser quelques menus deniers.
Je choisis donc des pâtes lambdas. Arrivées après une longue attente, elles avaient une consistance toute cartonnée. N'étant pas particulièrement accoutumé à me nourrir de cellulose je laissai mon plat. Fait rare: aucun de nous ne devait terminer le sien non plus!
Les cafés arrivèrent enfin après une attente interminable, le personnel cosmopolite devait certainement être surmené dans cette salle désertée. 
Et puis, enfin, l'addition arriva telle une libération. Il faut reconnaître que le prix n'était pas très élevé, ceci dit demander plus eut été apparenté à du racket. 
Bref, Lyon une des capitales de la gastronomie nationale regorge de bonnes gargotes, si vous devez par hasard vous égarer dans ce quartier, ne vous échouez pas dans ce rade, à moins de souffrir de puissante dysgueusie"
133,mai 2019,"3,0",C est bon mais la présentation des plats fait un peu à la va vite je trouve mais ce qui m à le plus déranger c est que l on a à peine le temps de lire le menu que la serveuse nous demande ce que l on veut et pareil pour les plats à peine fini que l on vient nous retirer le plat et demander la suite comme si ils étaient pressés de nous voir partir ou peut-être que c est serveur  s ennuyait car il y avait 10 serveurs minimum en semaine pour une salle peu pleine et du coup ils étaient tous agglutinés devant le bar à discuter ou rigoler j ai trouvé cela déplacé car limité par moment je me demandais si ils ne se moquaient pas des clients 
134,mai 2019,"3,0","Pizzas testées en livraison. 
Délai respecté mais pizzas fades et manquant d’épices: origan, poivre, herbes de Provence... 
Pas un souvenir impérissable. "
135,févr. 2019,"4,0","J'ai diné à plusieurs reprise dans ce restaurant.
Il y a du choix pour tous les gouts (poisson, viande, hamburger, salade)
Le cadre est très joli, chaleureux.
Le service est très sympathique.
Je recommande"
136,mai 2019,"3,0","Moyen.
Erreur du cuisinier sur la coupe snickers, faire avec des cacahouètes salées au lieu de nature, du coup un goût écœurant, la coupe était immangeable. On ne met pas des cacahouètes pour l'apéro dans un dessert. Pas de geste commercial sur cette erreur."
137,avr. 2019,"4,0","Très bonne adresse, plat très très TRÈS copieux, quasiment aucun de nous n’a finit, c’est super bon, le service est un peu lent mais pas mauvais et les prix sont en accord avec les plats. "
138,avr. 2019,"5,0","Une équipe au top, des petits plats soignés, variés et tous plus bons les uns que les autres ! Une très belle soirée, merci ! "
139,févr. 2019,"5,0",Lieu très sympathique. Accueil chaleureux avec le sourire. Carte variée de brasserie moderne avec des plats copieux. Prix abordables. Le personnel est à l'écoute et donne de bons conseils. Endroit bien situé avec un accès facile. Des offres de dégustation intéressantes et régulières. Je recommande vivement La Fabryk et j'y reviendrai à chaque fois que je suis sur Lyon.
140,mars 2019,"4,0","Cet endroit permet de se retrouver pour partager un moment convivial entre amies.
L'accueil est sympathique. La carte propose un choix abordable, et qui permet d'y trouver son compte. Seul bémol sur les accompagnements apéritifs, manque de choix à des prix raisonnables.
Cet endroit est bien situé, et depuis plusieurs années que je viens je n'ai jamais eu aucun souci.
Le personnel est à l'écoute si vous savez vous montrer respectueux ( petit clin d’œil à vince071 qui semble bien frustré! Vos désagréments et changements d'organisation ne sont pas à la responsabilité du personnel. Peut être devriez vous être un peu plus honnête et ne pas vomir votre mépris ! ).
Je recommande ce lieu."
141,mars 2019,"4,0","Restos, brasserie en face de la maison de la dance. Parfait pour commencer une belle soirée. Deco industrielle sympa. Toujours trop de télévision a mon goût (malheureusement c’est trop souvent le cas dans les brasseries). Carte typique brasserie moderne.bon plats copieux. Personnels très prévenant et sympathique. J’y suis retourné un midi de semaine. Toujours bien et avec un menu du jour très bon et abordable pour le centre de Lyon. "
142,mars 2019,"2,0","Je n'étais pas revenu depuis plus d'un an et clairement je ne reviendrais pas. 
(La carte a beaucoup changé, prévoyez une quinzaine d'euros au minimum.)

Nous avions réservé pour 17 personnes avec en dessert un cheese cake (4,50€ la part). Finalement une personne n'aillant pas pu venir, nous avons dès le début signalé un couvert en moins. De plus nous avons aussi dit explicitement que deux personnes présentes ne mangeraient pas de gâteau (On nous a répondu qu'il n'y avait pas de problème).
Le serveur a été impoli et désagréable pendant le repas, ne prenant même pas la peine de s'excuser lorsqu'il nous bousculait pour ramasser les plats vides. 
Arrive ensuite le gâteau, on nous sert alors 14 parts de gâteau plus une qui sera posé dans le coin de table sans un mot. 

Au moment de payé on a donc ramener cette part en disant qu'on avait préciser qu'on n'en désirait pas.
Avant même d'avoir pu finir notre phrase, le serveur nous coupe sèchement la parole et nous sermonnes (Honnêtement à la limite de l'insulte) car soit disant il a été très gentil de ""déjà nous enlever la part de la personne qui ne venait pas"" et que pour lui il comptait, dans les deux parts enlevées, celle de la personne qui n'est pas venu (alors qu'on a été très explicite au début du repas). 
Il s'en est suivi un mépris le plus total, nous obligeant a payer cette part, soit disant prédécoupé donc il ne pouvait rien en faire et que ""ce n'était pas son problème"". Il a nous accusé d'avoir menti au milieu d'autres clients.

Je pense que mes mots son faibles comparés à l'irrespect dont ce serveur (peut-être un responsable en passant) a fait preuve. 
Il aurait été tellement simple de juste nous dire ""on divise le prix du gâteau par le nombre de personnes qui en ont mangé"" ou quelque chose dans le style. Mais non, monsieur voulait à tout prix avoir raison et montrer qu'il avait le dessus.
J'ai donc été obligé de payer cette part gâteau (on appelle ça de la vente forcée).
J'ai aussi été interpellé à la sortie par des personnes ayant vu la scène et qui se sont dites choquées de la manière dont on nous avait parlé.

En dehors de ce serveur (grand brun qui se reconnaîtra), les autres avaient l'air fort aimable. J'ai quand même été déçu par la quantité (à mon avis seuls les pizzas et les burgers remplissent bien le ventre). Je passerais de détails le goût du Viognier, la tonne d'huile dans certains plats et le cheese cake qui n'avait aucun goût (et extrêmement ""Lite"").

Le bar vaut le coup en happy hours, surtout les cocktails qui sont très bons, mais fuyez le restaurant beaucoup trop cher pour ce qu'on mange."
143,mars 2019,"4,0","C'est la deuxième fois que je viens à la Fabryk pour une soirée tranquille de papotages entre filles et je ne suis pas déçue. Carte tout à fait correcte et serveurs sympathiques, déco de type ""industriel"" mais chaleureuse malgré tout... Une valeur sûre pour les soirées dans ce quartier !"
144,mars 2019,"5,0","Tout etait parfait ! La décoration tout d’abord était super jolie avec des tables rondes très agréables quand on est en groupe. Le service est super accueillant, on remercie notre serveur Sofiane qui a été génial tout au long de la soirée, bonne revommandation de vins, souriants... Un grand merci pour les attentions que vous avez fait à notre amie qui fêtait ses 21 ans ! La cuisine est également tres bonne avec peu d’attente pour un prix très raisonnable ! On peut s’en sortir pour moins de 20€ avec plat + dessert + verre de vin ! Bref je recommande à 100% et nous reviendront avec plaisir. Merci encore pour cette soirée !"
145,mars 2019,"4,0","Type brasserie, ce resto propose une ambiance originale, une carte variée et un service sympathique. Les plats sont de qualité. A éviter par contre, le tiramisu poire spéculos, très écœurant..."
146,mars 2019,"4,0","Petite brasserie fort sympathique à Bachut. La bière est très bonne, surtout en Happy Hour. Excellente assiette de charcuterie et de fromage, copieuse ! 
Les serveurs sont accueillants, petite mention pour Bernard ! 
L’ambiance est chaleureuse, pour un verre entre amis, n’hésitez pas."
147,févr. 2019,"5,0","Voilà une bonne adresse , a faire entre amis . J'ai apprécié les canapés autour des tables et l'ambiance comme a la maison "
148,févr. 2019,"2,0","Restaurant Usine, repas ultra bruyant, plats sans intérêts, cordon bleu (caillou) sec, dessert énorme et écœurant, vin (du sud, cuvée maison) mal de tête assuré, 1 serveur mal organisé et désagréable surtout quand je lui ai demandé de changer mes couverts j’ai cru que je lui demandais la lune il a bien entendu refusé, attente interminable. Je ne comprend pas comment le restaurant attire autant de monde ???"
149,févr. 2019,"4,0","Mon amie et moi même sommes allé manger dans ce restaurant/brasserie, l’accueil était chaleureux, le restaurant était bien rempli, nous avons était servi par un serveur prénommé « Bernard » vraiment soucieux de l’avis du client est vraiment serviable, la cuisine était bonne et en quantité suffisante 👍🏻"
150,févr. 2019,"3,0",Grand bar-restaurant avec terrasse couverte dans la rue. Il se trouve à Lyon dans le 8ème arrondisament.
151,févr. 2019,"5,0","En famille, entre amis, en solo ou pour affaires, la Fabryk est une alternative au bien-être, au lâcher-prise, à l’écoute Musicale, au dépaysement,... et tant...  on y mange comme dans une brasserie traditionnelle ? Oui et non, car elle est bien pensée, pour chacun, pour tous les goûts, les intolérants, les allergo, les relou,...... le tout mis en œuvre par un  esprit créatif et familial ressenti par toute une équipe très professionnelle et réactive fondue dans un cadre spacieux et très original !! Je recommande vivement et sincèrement!!!"
152,janv. 2019,"1,0","En apéro, la pizzete manquait tellement de goût qu’on a dû la resaler. Les tomates étaient vraiment sans goût (en même temps, janvier, ce n’est pas la saison).
En plat on a frôlé la catastrophe : pour le hamburger, il est arrivé froid, avec le pain vraiment infect (on aurait dit du pain de mie) encore un peu congelé, garni d’une quantité de sauce incroyable, il manquait la moitié des ingrédients . La salade qui l’accompaginait était tellement remplie de sauce qu’il a été impossible de la manger. Elle était tellement froide qu’on aurait dit qu’elle sortait du congélateur. Que dire des frites froides qui semblaient dater du précédent repas...

Heureusement que le service était top, car il n’y avait que ça de positif."
153,janv. 2019,"5,0",Resto sympathique les plat son bon accueil bon il y avait beaucoup de monde arrivé sans réservation à 20h45 il m’ont trouvé une place c est déjà bien je recommande 
154,janv. 2019,"5,0","passant devant ce restaurant du fait de mon métier de  conducteur de car j'ai décidais de le tester avec mon épouse , je n'ai pas été déçu , trés  bon accueil de bernard , de plus venant voir si les plats étaient à notre convenance , comportement trés appréçié de notre part , je pense que nous viendrons lors de soirée  à theme de toute je reviendrais tester d'autres plats.donc nous avons passé un bon moment."
155,janv. 2019,"4,0","Soirée Happy Hour et Cocktail sur la soirée.Lieu très convivial, notre soirée privée -cocktail pour 30 personnes- s'est déroulée dans un petit endroit cosy, (comble de la déco: une ambiance bibliothèque avec des étagères de livres, pour nous qui sommes une association centrée sur les rencontres avec tous les acteurs de la littérature noire). 
Petit bémol: risotto et velouté de potimarron qui manquaient de peps (peut être un manque de condiments)
Petit plus: les boites pour repartir avec les restes du plateau sucré. Les feuilletés étaient excellents, charcuterie et fromage goûteux, 
Une tuerie :les ravioles frits"
156,janv. 2019,"4,0",Soir de match à la Fabryk. Le mercredi c'est aussi concert alors du bon son et du foot. Le choix des vins est complet. Les plats à grignoter tres bon. L'endroit est sympa.
157,janv. 2019,"2,0","Malgré une réservation dans les règles... personne pour accueillir notre groupe de 6.... Au bout de 5 mn, un responsable (?) sans nous dire bonjour nous demande d'un ton agressif si nous avons réservé.... Bref, on passe à table... Le serveur en fait trop, visiblement une des filles de notre groupe lui a tapé dans l'oeil... Tutoiement dans le foulée... re bref !  Le service est mauvais, pas de pain proposé, pas de vin proposé.... personne pour demander si tout va bien.... Quant à la nourriture... légumes surgelés,  risotto lamentable.... C'est pas de la nourriture, c'est de la bouffe... C'est un resto business.... Mon avis est partagé par les 6 membres du groupe.... En conclusion, je déconseille et je ne suis pas prêt d'y amener amis ou clients."
158,janv. 2019,"5,0","Restaurant agréable, décors moderne type usine comme son nom l’indique, plat de bonne qualité et service professionnel avec beaucoup d’attention. Bon café, bref si vous êtes dans le quartier c’est une bonne adresse."
159,déc. 2018,"4,0","J’ai connu ce restaurant bien avant qu’il ne soit la fabryk.
Avec ce changement j’ai découvert un restaurant qui fait de délicieux Burger très copieux avec des garnitures sympa Lumières tamisées mais deco industrielle, j’aime beaucoup l ambiance.
Niveau tarif on est quand même en milieu de gamme ++ si on prend entrée plat dessert...le personnel est très sympa et jeune.
Je recommande cette adresse"
160,déc. 2018,"3,0","Ambiance, le cadre, l’équipe rien à dire par contre le plat servi ne vaut point au prix sur la carte...
Les frites repassées dans l’huile avant de servir, le steak cheval que j’ai commandé pour 10,90€ avec beaucoup d’huile également...dommage pour un si beau cadre..."
161,déc. 2018,"5,0","Nous avons passé une superbe soirée entre amis à la Fabryk. Ambiance sympathique grâce aux serveurs/ses compétents/tes. Bon rapport qualité/prix, cocktailssss à tomber et repas délicieux. De plus, agréable surprise en fin de soirée avec une tournée offerte par le restaurant. Pour ma part c'était ma deuxième venue et je n'ai encore une fois pas été déçu. Je reviendrais à coup sur ! 
Merci encore pour cette soirée et à bientôt."
162,nov. 2018,"3,0","Malgré une salle agréable et une bonne ambiance, l’assiette n’est pas au rendez-vous. Les plats sont grossiers et rapides et le dessert n’est pas à la hauteur de nos espérances 
Moment sympa au demeurant et service impeccable

Dommage"
163,nov. 2018,"4,0","Bon moment passé entre amis, accueil très agréable, service correct. Les plats ne sont pas transcendants mais bons et côté quantité rien à redire. Pour le rapport qualité prix j’y retournerai sans problème."
164,nov. 2018,"4,0","En vrai le resto vaut 3/5 mais je rajoute 1 points car le personnel a été très gentil et patient malgré notre groupe bruyant. La nourriture est pas exceptionnelle mais il y'a une bonne ambiance pour passer une soirée entre amis. De plus, il n'y a pas grand chose d'autre dans le coin."
165,nov. 2018,"4,0","Service rapide et courtois. Bonne ambiance bien que bruyant. C'est copieux très bon mis à part le bœuf qui était ""nerveux"".

Bon rapport qualité : prix. Prudent de réserver le week-end"
166,nov. 2018,"4,0","Restaurant super bien situé en face de la maison de la danse. On nous a tout de suite demandé si on allait voir un spectacle pour être servi en 1h maximum. Reblochon rôti accompagné de potatoes jambon blanc et cru et rosette, pas de très grande qualité mais très bon et adapté au prix du plat. Tous les serveurs et serveuses sont très attentionnés et demandent très régulièrement si tout va bien. 
Bon rapport qualité prix et service agréable 
Idéal pour passer un moment en couple ou entre amis à partager des planches. "
167,oct. 2018,"4,0","Bonne ambiance, déco sympa et si ce n’est pas de la grande gastronomie, c’est très bon. Burgers, salade, quelques plats de saison. Des soirées musique, des écrans télé les jours de match, de bons cocktails, un choix de bières, des planches, bref tout pour passer un bon moment."
168,sept. 2018,"1,0","Repas en famille, plus que décevant. Frites horriblement grasses, hamburgers et desserts mauvais et prix élevé par rapport à ce que nous avons mangé.
Un anniversaire devait être fêté : cela a été oublié.
A éviter donc..."
