,Nom,Type_Cuisine,Fourchette_prix,Adresse,Note_moyenne
0,La Table de Max,"Déjeuner, Dîner","Française, Européenne, Saine","46 Avenue Jean Jaurès, 69007 Lyon France","5,0"
