,Nom,Type_Cuisine,Fourchette_prix,Adresse,Note_moyenne,Categorie_prix
0,Le Chalet Fleury,Française,NA,"2 rue du Transvaal 8 Ème Arrondissement, 69008 Lyon France","4,5",€
