,Date,Notes,Commentaires
93,juin 2022,"4,0","Grande qualité de produits, recette très gouteuse et le service est très agréable et profesionnel. Je recommande"
94,juin 2022,"5,0","Restaurant franco-italien à découvrir sans attendre.
La cuisine est faite maison d’A à Z avec des produits frais , est savoureuse créative avec des notes franco italienne, la carte est courte c'est un très bon signe 
La décoration soignée, l'accueil est top par les 2 gérants français le 3 -ème est italien et s'affaire au fourneau pour notre plus grand plaisir.
Nous reviendrons"
95,juin 2022,"5,0","Super moment, sans réservation. De l’entrée au plat tout était incroyable !!! Un service et une ambiance top. 
Je recommande"
96,juin 2022,"5,0","Super adresse ! Un dîner avec des amis , accueil chaleureux, nourriture splendide. Vraiment un petit coup de coeur pour ce resto . Quel beau  mariage entre l’Italie et la france"
97,juin 2022,"5,0","Une ambiance familiale et chaleureuse. Nous avons été reçu comme à la maison. Une vraie attention sincère pour passer un super moment. En plus, le menu était délicieux !!! A recommander vivement !! Merci pour ce bel accueil !"
98,juin 2022,"5,0","Nous sommes venus pour un repas entre collègue, une cuisine legère et raffinée, du fait maison 
Une carte se réinvente toutes les trois semaine, Un beau mariage de la France et de l'Italie.
l'équipe est très accueillante

Un grand bravo"
99,juin 2022,"5,0","Excellente étape à Lyon, un petit moment de bonheur dans cette jungle de restaurant. Des produits frais de qualité, circuit court, originalité des plats notre salade d’artichaut cru était un régal ! On sent l’influence de l’école Bocuse, ces trois jeunes associés connaissent leur affaire. La carte des vins est choisie simple  et pertinente… plusieurs Spritz…on a envie de les goûter tous…
Bonne adresse de qualité, accueil au Top!
Denis Fres.."
100,juin 2022,"5,0","Très belle table dans un cadre agréable avec des conseils adaptés, des produits authentiques. Accueil très chaleureux, à recommander à Lyon"
101,juin 2022,"5,0","Derrière une devanture classique et pas trop attirante  se cache une table d exception que vous découvrez après un accueil chaleureux, convivial et professionnel.  Un choix de plats goûteux et cuisinés avec soin , des vins sélectionnés, le tout à un tarif abordable. Un personnel vraiment attentionné et passionné."
102,mai 2022,"5,0","Déco sympa, de l'amabilité en salle, des produits de qualité dans l'assiette, on s'est régalé chez Frazarin !"
103,mai 2022,"5,0","De passage à Lyon avec un ami pour des oraux, nous sommes tombé par hasard sur ce restaurant ! Accueil chaleureux, personnel aimable et souriant! Avec un cadre sympathique. 

Quant au plat, fait maison, excellent! Service rapide, et de qualité 

Je recommande ! Vous ne serez pas déçu"
104,mai 2022,"5,0","Excellente soirée. Patrons très accueillant, dans l’échange et la volonté de connaître juste ce qu’il faut de leurs hôtes pour mieux les servir. Carte restreinte car produits hautement sélectionnés et sublimés par le Chef. Une excellente soirée comme nous n’en avions pas passé de longue date. A recommander plus que plus !"
105,mai 2022,"5,0","Génial ! Repas gourmand et raffiné avec un accueil incroyable. Tout était parfait. De plus, un très bon rapport qualité prix. Déjà hâte d’y retourner !!"
106,mai 2022,"5,0","Cuisine raffinée, service exceptionnel, pleins de saveurs différentes en bouche, une très belle découverte je recommande ++"
107,mai 2022,"4,0","Une histoire  d’amitié franco italienne que le chef , à travers ces divers plats raffinés , nous fait partager .
Un lieu calme et une déco simple à l image de ces jeunes gens . Si vous voulez passer un bon moment gustativement parlant alors foncez . Merci de nous avoir fait passer une excellente soirée familiale .
Visité en mai"
108,mai 2022,"5,0","Raffinement, simplicité et gourmandise. Un beau voyage à la dégustation, une très bonne adresse pour les épicuriens et les autres 😉. Accueil très chaleureux, un lieu recommandé pour tous.
Merci à toute l’équipe pour ce bon et beau moment."
109,mai 2022,"5,0","Adresse à découvrir de toute urgence !
Très belle découverte.
Un délice des sens.
Un régal pour les yeux et le palais, une équipe extraordinaire, un moment comme on les aime.
Bravo !"
110,avr. 2022,"5,0","Tout y était parfait : de l'accueil, au plat, à la décoration. 
Nous avons été accueillies chaleureusement avec une présentation des propriétaires et de l'histoire du restaurant. 
La carte et les vins proposés y sont excellents. 
Ce restaurant vaut vraiment le détour à Lyon."
111,mai 2022,"5,0","L’accueil est absolument parfait. Le rythme de service est sans faute.le concept de revisiter l’Italie est complètement réussi. 
Les plats servis toujours aussi goûteux. On est archi fan !!!"
112,avr. 2022,"5,0","Excellent ! Une sacrée belle surprise. 3 entrées au choix, 2 plats, 4 desserts mais que des produits frais préparés avec goût et de très bons vins français et italiens. Les gars sont super sympas en +! Faut vraiment tenter l’expérience…."
113,févr. 2022,"3,0","Trés bon accueil .
Service jugé trop rapide ...
Déçue de l'assiette charcuterie en entrée : seulement du jambon (rien d'autre alors que l' Italie offre d'autres choses ... ) même si c'était bon .
Pate succulente mais assiette plus petite que d'autres restaurants (qualité équivalente)
Nous étions 8 et avons passé un bon moment mais au ressenti général il manquait quelque chose ..."
114,avr. 2022,"5,0","Une petite pépite supplémentaire dans ce quartier déjà bien fournie. 
Accueil chaleureux, sans chichi, qui vous met tout de suite dans l’ambiance du lieux : convivialité, partage et bons produits. 
Une cuisine simple entre France et Italie (bien vu à Lyon 😉) qui fait place belle aux produits de saisons. Le tout accompagné d’un beau choix de vins, dans une ambiance et un décor à l’image de la table : efficace !"
115,avr. 2022,"5,0",Tout est excellent de l’accueil au repas composé de produit frais. Espresso Martini A tester si vous aimez le café. Les serveurs s’adaptent à vos goûts et savent vous conseiller c’est assez rare pour le souligner.
