,Nom,Type_Cuisine,Fourchette_prix,Adresse,Note_moyenne,Categorie_prix
0,YAAFA Monplaisir,Restauration rapide,NA,"186 avenue des Frères Lumière, 69008 Lyon France","3,5",€
