,Nom,Type_Cuisine,Fourchette_prix,Adresse,Note_moyenne
0,Kaffee Berlin Sans-Souci,"Américaine, Allemande, Bar à bières, Bar, Européenne","8,00 €-13,00 €","26 Cours Albert Thomas, 69008 Lyon France","4,0"
