,Nom,Type_Cuisine,Fourchette_prix,Adresse,Note_moyenne,Categorie_prix
0,L'Argot,"Française, Européenne, Saine","15,00 €-30,00 €","132 Rue Bugeaud, 69006 Lyon France","4,5",€€-€€€
