,Nom,Type_Cuisine,Fourchette_prix,Adresse,Note_moyenne,Categorie_prix
0,Les Terrasses de Lyon,Française,NA,"25 Montee Saint Barthelemy, 69005 Lyon France","4,5",€€€€
