,Nom,Type_Cuisine,Fourchette_prix,Adresse,Note_moyenne
0,La Source,"Française, Saine, Bars-restaurants","7,00 €-29,00 €","17 B Rue Antoine Delandine, 69002 Lyon France","5,0"
