,Nom,Type_Cuisine,Fourchette_prix,Adresse,Note_moyenne
0,Pizza Pino Lyon,"Déjeuner, Dîner, Ouvert tard",NA,"106 Rue du Président Édouard Herriot, 69002 Lyon France","3,0"
