,Nom,Type_Cuisine,Fourchette_prix,Adresse,Note_moyenne
0,L'affreux Jojo,"Italienne, Méditerranéenne, Saine","9,00€-15,00€","61 Rue de la Part-Dieu, 69003 Lyon France","5,0"
