,Nom,Type_Cuisine,Fourchette_prix,Adresse,Note_moyenne,Categorie_prix
0,La Table de Max,"Française, Européenne, Saine",NA,"46 Avenue Jean Jaurès, 69007 Lyon France","5,0",€€-€€€
