,Nom,Type_Cuisine,Fourchette_prix,Adresse,Note_moyenne,Categorie_prix
0,Pizza Pino Lyon,"Italienne, Pizza, Européenne",NA,"106 Rue du Président Édouard Herriot, 69002 Lyon France","3,0",€€-€€€
