,Nom,Type_Cuisine,Fourchette_prix,Adresse,Note_moyenne,Categorie_prix
0,Les Gamins De La Place,Française,NA,"1 Place Ambroise Courtois Métro Monplaisir-Lumière, 69008 Lyon France","4,0",€€-€€€
