,Nom,Type_Cuisine,Fourchette_prix,Adresse,Note_moyenne,Categorie_prix
0,L'esprit Bistrot Monplaisir,"Française, Internationale, Européenne",NA,"13 rue Berchet, 69008 Lyon France","3,5",€€-€€€
