,Nom,Type_Cuisine,Fourchette_prix,Adresse,Note_moyenne,Categorie_prix
0,Le Comptoir Libanais,"Libanaise, Méditerranéenne, Traiteur, Moyen-Orient, Arabe","24,00 €-39,00 €","54 Rue de Sèze, 69006 Lyon France","4,5",€€-€€€
