,Nom,Type_Cuisine,Fourchette_prix,Adresse,Note_moyenne,Categorie_prix
0,Monplaisir Côté Cour,"Française, Européenne, Moderne",NA,"64 avenue des frères lumière, 69008 Lyon France","4,0",€€-€€€
