,Nom,Type_Cuisine,Fourchette_prix,Adresse,Note_moyenne
0,Marguerite Restaurant,"Française, Européenne, Saine, Brasserie gastronomique","26,00 €-42,00 €","57 avenue des Freres Lumiere, 69008 Lyon France","4,0"
