,Nom,Type_Cuisine,Fourchette_prix,Adresse,Note_moyenne
0,Les Terrasses de Lyon,"Convient aux végétariens, Options végétaliennes, Options sans gluten",Française,"25 Montee Saint Barthelemy, 69005 Lyon France","4,5"
