,Nom,Type_Cuisine,Fourchette_prix,Adresse,Note_moyenne
0,Restaurant Paul Bocuse,"Française, Européenne, Saine","145,00€-200,00€","40 Quai De La Plage, 69660 Collonges-au-Mont-d'Or France","4,5"
