,Nom,Type_Cuisine,Fourchette_prix,Adresse,Note_moyenne
0,Brasserie Georges,"Française, Bar, Européenne, Brasserie gastronomique","25,00€-30,00€","30 Cours de Verdun Perrache, 69002 Lyon France","4,0"
